country,year,gdp_total_yearly_growth,human_development_index,unempolyment_rate_percent,population_total
Vanuatu,2005,6.93,0.569,,209000
Vanuatu,2006,8.84,0.575,,214000
Vanuatu,2007,5.49,0.5770000000000001,,219000
Vanuatu,2008,6.72,0.584,,225000
Vanuatu,2009,3.54,0.584,,230000
Vanuatu,2010,1.85,0.585,0.00978,236000
Vanuatu,2011,1.63,0.585,,243000
Vanuatu,2012,1.94,0.584,,250000
Vanuatu,2013,-1.02,0.588,,257000
Venezuela,1990,5.5,0.638,,19600000
Venezuela,1991,8.15,0.648,,20100000
Venezuela,1992,7.25,0.654,,20600000
Venezuela,1993,0.373,0.6559999999999999,,21000000
Venezuela,1994,-3.83,0.657,,21500000
Venezuela,1995,2.4,0.66,,21900000
Venezuela,1996,-0.0496,0.662,,22400000
Venezuela,1997,6.67,0.6659999999999999,,22800000
Venezuela,1998,0.49700000000000005,0.6679999999999999,,23300000
Venezuela,1999,-5.86,0.67,,23700000
Venezuela,2000,4.02,0.672,,24200000
Venezuela,2001,3.74,0.68,,24600000
Venezuela,2002,-8.74,0.688,,25100000
Venezuela,2003,-7.56,0.687,,25600000
Venezuela,2004,18.9,0.7,,26000000
Venezuela,2005,10.2,0.7140000000000001,0.013999999999999999,26400000
Venezuela,2006,10.3,0.727,0.0129,26900000
Venezuela,2007,8.8,0.743,0.00835,27200000
Venezuela,2008,5.31,0.753,0.0070799999999999995,27600000
Venezuela,2009,-3.18,0.752,0.00705,28000000
Venezuela,2010,-1.47,0.753,0.008440000000000001,28400000
Venezuela,2011,4.21,0.764,0.00851,28900000
Venezuela,2012,5.64,0.767,0.00795,29400000
Venezuela,2013,0.92,0.772,,29800000
Vietnam,1990,5.08,0.475,,68000000
Vietnam,1991,5.93,0.484,,69400000
Vietnam,1992,8.94,0.496,,70900000
Vietnam,1993,8.27,0.506,,72300000
Vietnam,1994,8.91,0.517,,73700000
Vietnam,1995,9.54,0.529,,74900000
Vietnam,1996,9.25,0.54,,76100000
Vietnam,1997,7.99,0.539,,77100000
Vietnam,1998,5.58,0.5589999999999999,,78100000
Vietnam,1999,4.61,0.5660000000000001,,79000000
Vietnam,2000,6.65,0.578,,79900000
Vietnam,2001,6.81,0.586,,80700000
Vietnam,2002,7.04,0.594,,81500000
Vietnam,2003,7.26,0.603,,82300000
Vietnam,2004,7.82,0.612,,83100000
Vietnam,2005,8.44,0.616,,83800000
Vietnam,2006,8.05,0.624,,84600000
Vietnam,2007,8.37,0.632,,85400000
Vietnam,2008,6.22,0.639,,86200000
Vietnam,2009,5.22,0.65,,87100000
Vietnam,2010,6.67,0.653,,88000000
Vietnam,2011,5.75,0.6629999999999999,0.00233,88900000
Vietnam,2012,5.25,0.6679999999999999,0.00214,89800000
Vietnam,2013,5.41,0.6729999999999999,0.0016699999999999998,90800000
Yemen,1990,0.991,0.392,,11700000
Yemen,1991,1.46,0.396,,12300000
Yemen,1992,6.33,0.395,,13000000
Yemen,1993,4.15,0.39799999999999996,,13600000
Yemen,1994,3.26,0.39799999999999996,,14300000
Yemen,1995,12.0,0.39299999999999996,,14900000
Yemen,1996,6.46,0.408,,15500000
Yemen,1997,8.12,0.418,,16000000
Yemen,1998,4.59,0.43,,16500000
Yemen,1999,3.36,0.423,,16900000
Yemen,2000,5.78,0.43200000000000005,,17400000
Yemen,2001,3.44,0.449,,17900000
Yemen,2002,3.55,0.456,,18400000
Yemen,2003,3.35,0.46399999999999997,,19000000
Yemen,2004,3.63,0.47100000000000003,,19500000
Yemen,2005,4.26,0.47200000000000003,,20100000
Yemen,2006,3.18,0.478,,20700000
Yemen,2007,3.35,0.486,,21300000
Yemen,2008,3.66,0.488,,21900000
Yemen,2009,3.88,0.503,,22500000
Yemen,2010,7.81,0.499,,23200000
Yemen,2011,-10.4,0.511,,23800000
Yemen,2012,2.5,0.501,,24500000
Yemen,2013,4.48,0.506,,25100000
Zimbabwe,1990,6.98,0.498,,10400000
Zimbabwe,1991,5.61,0.5,,10700000
Zimbabwe,1992,-8.94,0.485,,10900000
Zimbabwe,1993,1.13,0.48,,11100000
Zimbabwe,1994,9.3,0.478,,11300000
Zimbabwe,1995,0.187,0.47200000000000003,,11400000
Zimbabwe,1996,10.3,0.47100000000000003,,11500000
Zimbabwe,1997,2.64,0.466,,11700000
Zimbabwe,1998,2.81,0.461,,11700000
Zimbabwe,1999,-0.915,0.457,,11800000
Zimbabwe,2000,-3.17,0.452,,11900000
Zimbabwe,2001,1.3,0.45299999999999996,,11900000
Zimbabwe,2002,-9.05,0.444,,12000000
Zimbabwe,2003,-17.2,0.43,,12000000
Zimbabwe,2004,-6.07,0.42700000000000005,,12000000
Zimbabwe,2005,-6.04,0.425,,12100000
Zimbabwe,2006,-3.88,0.429,,12200000
Zimbabwe,2007,-4.14,0.434,,12300000
Zimbabwe,2008,-18.1,0.43200000000000005,,12400000
Zimbabwe,2009,5.31,0.44799999999999995,,12500000
Zimbabwe,2010,8.89,0.47200000000000003,,12700000
Zimbabwe,2011,9.79,0.49,,12900000
Zimbabwe,2012,10.0,0.516,,13100000
Zimbabwe,2013,4.29,0.527,,13400000
